ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
14705603,2008-05-08 20:50:25 +0000,2016-01-12 14:37:15 +0000,89577,68,2460,452,194598,680NEWS,680 NEWS Toronto,true,false,"Latest from 680 NEWS.
Join the conversation: #680NEWS","Today's Insider Club bonus code: Fluctuate
https://t.co/Fxj1WzWXCI",Toronto,http://www.680NEWS.com
432134884,2011-12-09 02:36:24 +0000,2016-01-12 04:18:05 +0000,40051,49696,454,2358,25250,anne_theriault,Anne Thériault,false,false,"I think we’re just gonna have to be secretly in love with each other and leave it at that.

http://t.co/KURKzWkocb",@scalzi @anildash you just need to practice at louche. Grow a mustache. Lounge in chairs. Be more rakish.,"Toronto, Ontario",http://bellejarblog.wordpress.com
742143,2007-02-01 07:44:29 +0000,2016-01-12 14:30:03 +0000,222030,0,94138,87,12779366,BBCWorld,BBC News (World),true,false,"Where we #LiveTheStory - join us
http://t.co/zQYj7l9rp2",RT @BBCOS: Why I staged a naked protest after the Cologne sex assaults #koelnbhf 📻 https://t.co/CRNFnlwQWu https://t.co/5UrimjTers,"London, UK",http://www.bbc.com/news
5971922,2007-05-11 19:14:39 +0000,2016-01-12 14:25:02 +0000,119024,5304,13125,881,221055,BoingBoing,Boing Boing,true,false,25 years old! “One little website” —@realDonaldTrump. “An icon for the hipster generation and a byword for successful blogging”—@breitbartnews,Your smartwatch knows your ATM and phone PIN https://t.co/yFuR0RR6vC https://t.co/UGAoPqsfH4,Directory of Wonderful Things,http://www.boingboing.net
284060260,2011-04-18 15:04:37 +0000,2016-01-12 14:05:32 +0000,7034,1945,242,947,4400,canadaCJFE,CJFE,false,false,"Canadian Journalists for Free Expression monitors, defends and promotes free expression and access to information in Canada and the world.",Join us in paying tribute to the lives of journalists we have tragically lost in 2015 https://t.co/ipKQoX2LhC,"Toronto, Canada",https://cjfe.org
6433472,2007-05-30 05:20:39 +0000,2016-01-12 14:33:51 +0000,137621,5202,12007,2225,1520801,CBCNews,CBC News,true,false,"Canadian breaking news and analysis from CBCNews.ca, TV and radio.",Canadian DJ pays tribute to David Bowie with remix of Let's Dance  https://t.co/ELi1jpZuLD https://t.co/pfKpJ0HyRA,Canada,http://www.cbc.ca/news/
19000033,2009-01-14 22:47:52 +0000,2016-01-12 14:32:23 +0000,67714,1325,3507,1078,257682,CBCToronto,CBC Toronto,true,false,"Breaking Toronto news. tonews@cbc.ca 
Snapchat: 'CBCToronto'
Instagram: @CBCToronto
http://t.co/hdZOnIcIIl",RT @wisem: Act fast: Tickets to Toronto NBA All-Star game festivities go on sale at 10am https://t.co/KvcyfBgcxY,Toronto,http://www.cbc.ca/toronto/
12993222,2008-02-02 22:56:28 +0000,2016-01-12 14:06:04 +0000,108879,257,2280,1993,286874,CityNews,CityNews Toronto,true,false,The very latest from CityNews & CityNews.ca. Join the conversation & sound off: #CityNews.,"In today's @EntCity, Gene Simmons pays tribute to David Bowie &amp; latest in Cosby trial https://t.co/1ur9pWuzbN https://t.co/VA9q1GWrxA","Toronto, Ontario",http://www.citynews.ca
428333,2007-01-02 01:48:14 +0000,2016-01-12 14:33:57 +0000,45768,15,170999,118,33425786,cnnbrk,CNN Breaking News,true,false,"Breaking news from reporters and editors on the CNN Digital news team. Now 33M strong. Check @cnn for all things CNN, breaking and more.",RT @CNNMoney: Dow rises 125 points at the open. S&amp;P 500 up 0.8% and Nasdaq gains 1%. Oil prices stabilize around $31.60 a barrel. https://t.co/A9OlUXl3FI,Everywhere,http://cnn.com/
19636948,2009-01-28 04:56:13 +0000,2016-01-12 14:27:09 +0000,112184,15,5932,379,1203638,CP24,CP24,true,false,Official account of CP24 - Toronto and the GTA's #1 source for breaking news. Our Twitter account is LIVE 24 hours a day.,"Fluctuating loonie could mean higher bills at the grocery store 
https://t.co/ZiWXcU24Cd https://t.co/hCTOvsfHQC",Toronto,http://www.cp24.com
